Course Name,Course Description,Credits,Section Type,CRN,Available Seats,Total Seats,Days,Time,Location,Instructor,Requirements
J 211,Gateway to Media,8.00,+ Lab,12553,0,16,1400-1550,f,304 ALL,Burrell S,N/A
J 211,Gateway to Media,8.00,+ Lab,12554,4,16,0800-0950,f,306 ALL,Anti S,N/A
J 211,Gateway to Media,8.00,+ Lab,12555,0,16,1000-1150,f,306 ALL,Anti S,N/A
J 211,Gateway to Media,8.00,+ Lab,12556,0,16,1200-1350,f,306 ALL,Lorenzo S,N/A
J 211,Gateway to Media,8.00,+ Lab,12557,0,16,1400-1550,f,306 ALL,Lorenzo S,N/A
J 211,Gateway to Media,8.00,+ Lab,12558,3,16,0800-0950,f,304 ALL,Dabbour S,N/A
J 212,Writ for Communicators,4.00,Lecture,12559,1,128,1400-1450,tr,123 PAC,Francese J,!M8
J 212,Writ for Communicators,4.00,+ Dis,12560,0,16,0800-0950,f,106 ALL,Frye-Nekrasova J,N/A
J 212,Writ for Communicators,4.00,+ Dis,12561,0,16,1000-1150,f,106 ALL,Frye-Nekrasova J,N/A
J 212,Writ for Communicators,4.00,+ Dis,12562,1,16,1200-1350,f,106 ALL,Rogers N,N/A
J 212,Writ for Communicators,4.00,+ Dis,12563,0,16,1400-1550,f,106 ALL,Rogers N,N/A
J 212,Writ for Communicators,4.00,+ Dis,12564,0,16,1400-1550,f,130 ALL,Parvez N,N/A
J 212,Writ for Communicators,4.00,+ Dis,12565,0,16,1200-1350,f,130 ALL,Parvez N,N/A
J 212,Writ for Communicators,4.00,+ Dis,12566,0,16,1000-1150,f,401 LIB,Boone S,N/A
J 212,Writ for Communicators,4.00,+ Dis,12567,0,16,0800-0950,f,401 LIB,Boone S,N/A
J 213,Fact or Fiction,4.00,Lecture,12568,28,200,0800-0950,tr,123 PAC,Deitz C,!M
J 299,Sp St DuckTV Studio,2.00,Lecture,12569,1,18,1800-1950,m,130 ALL,McMurry J,8
J 299,Sp St DuckTV Studio,2.00,Lecture,15240,0,18,1600-1750,m,130 ALL,McMurry J,8
J 314,Intro to Media Studies,4.00,Lecture,12570,0,50,1200-1350,mw,141 ALL,Phillips W,!M
J 315H,Honors Med Theo & Res,4.00,Lecture,12571,9,25,1000-1150,tr,211 ALL,Newell B,N/A
J 320,Gend  Media  & Divers >IP >US,4.00,Lecture,12572,4,150,1600-1750,tr,150 COL,Chatman D,!G
J 320,Gend  Media  & Divers >IP >US,4.00,Lecture,12573,2,150,1400-1550,mw,101 LLCS,Pompper D,!G
J 331,Digital Video Prod,4.00,Lecture,12574,14,36,1600-1750,mw,101 ALL,Yurman W,!M8
J 331,Digital Video Prod,4.00,+ Lab,12575,13,18,0800-0950,r,306 ALL,Maduneme E,N/A
J 331,Digital Video Prod,4.00,+ Lab,12576,1,18,1800-1950,w,306 ALL,Maduneme E,N/A
J 342,Creative Strategist,4.00,Lecture,12578,0,100,1000-1150,tr,101 JAQ,Morrison D,!M
J 350,Princ Public Relations,4.00,Lecture,12579,71,200,0800-0950,tr,282 LIL,Matthews K,N/A
J 352,Strat Writ & Media Rel,4.00,Lecture,12580,1,16,1000-1150,mw,302 ALL,Curtin P,!M8
J 352,Strat Writ & Media Rel,4.00,Lecture,12581,0,16,1600-1750,mw,302 ALL,Robertson L,!M8
J 352,Strat Writ & Media Rel,4.00,Lecture,12582,0,16,1400-1550,tr,318 ALL,Mundy D,!M9
J 352,Strat Writ & Media Rel,4.00,Lecture,12583,3,16,0800-0950,mw,303 ALL,Richardson J,!M
J 361,Reporting I,4.00,Lecture,12584,0,18,1400-1550,tr,361 PLC,Deitz C,!M
J 361,Reporting I,4.00,Lecture,12585,1,18,1400-1550,mw,211 ALL,Yurman W,!M8
J 361,Reporting I,4.00,Lecture,12586,5,18,0800-0950,tr,303 ALL,Mortensen C,!M9
J 365,Photojournalism,4.00,Lecture,12587,19,36,1400-1550,tr,211 ALL,Morrison D,!M
J 365,Photojournalism,4.00,+ Lab,12588,6,18,1800-1950,w,303 ALL,Mira B,N/A
J 365,Photojournalism,4.00,+ Lab,12589,13,18,1800-1950,r,306 ALL,Mira B,N/A
J 371,Feature Writing I,4.00,Lecture,12591,0,18,1000-1150,tr,314 ALL,Deitz C,!M
J 377,Sci of Sci Comm,4.00,Lecture,12592,2,25,1000-1150,tr,140 ALL,Smith H,!
J 385,Communication Law >2,4.00,Lecture,12593,3,150,1600-1750,tr,221 ALL,Francese J,!G
J 385,Communication Law >2,4.00,Lecture,12594,31,150,1200-1350,tr,101 LLCS,Youm K,!G
J 396,Intl Communication,4.00,Lecture,15241,1,150,1600-1750,mw,221 ALL,Cortes D,!
J 399,Sp St Transfer Seminar,1.00,Lecture,12597,12,25,1400-1520,w,146 HED,Molina Ortega B,N/A
J 399,Sp St Transfer Seminar,1.00,Lecture,12598,6,25,1000-1120,t,101 VOL,Reiva A,N/A
J 401,Research,1.00-9.00,Lecture,12600,8,10,tba,tba,tba,STAFF,N/A
J 403,Thesis,1.00-9.00,Lecture,12601,7,10,tba,tba,tba,STAFF,N/A
J 404,Internship,1.00-9.00,Lecture,12602,34,40,tba,tba,tba,STAFF,N/A
J 405,Reading,1.00-5.00,Lecture,12603,10,10,tba,tba,tba,STAFF,N/A
J 406,Practicum,1.00-12.00,Lecture,12604,10,20,tba,tba,tba,STAFF,N/A
J 408,Wrk Allen Hall Pub Rel,2.00,Lecture,12606,2,73,1800-1950,t,141 ALL,Matthews K,N/A
J 408,Wrk Confidence,2.00,Lecture,12607,4,20,1600-1750,t,211 ALL,Brandow D,M
J 408,Wrk Confidence,2.00,Lecture,12608,8,20,1600-1750,r,211 ALL,Brandow D,M
J 408,Wrk Ad Team,2.00,Lecture,12609,10,26,1600-1650,tr,140 ALL,Swangard P,M
J 408,Wrk Allen Hall Advert,1.00-6.00,Lecture,12605,3,68,1800-1950,w,141 ALL,Ewald D,N/A
J 410,Honors Thesis Prospect,1.00,Lecture,12612,10,18,1200-1350,t,211 ALL,Newell B,N/A
J 410,Student Voice,1.00,Lecture,12613,11,20,1200-1350,f 9/26-10/13,211 ALL,Madison E,M
J 410,Student Voice,1.00,Lecture,12613,11,20,1200-1350,f 10/20,101 ALL,N/A,N/A
J 410,Student Voice,1.00,Lecture,12613,11,20,1200-1350,f 10/27-12/03,211 ALL,N/A,N/A
J 410,Colombia Exp,1.00,Lecture,16155,3,15,1800-1950,m 10/09-11/20,307 ALL,Madison E,P
J 410,Media Innovation Lab,2.00,Lecture,16104,10,20,1000-1150,f,314 ALL,Madison E,N/A
J 410,Living in Our Valley,4.00,Lecture,12614,9,18,1000-1150,tr,130 ALL,Kjellstrand T,N/A
J 410,Sports Photography,4.00,Lecture,16371,4,12,1200-1350,tr,130 ALL,Morrison D,N/A
J 410,Sports Photography,4.00,Lecture,16371,4,12,1800-2150,f,TBA TBA,N/A,N/A
J 411M,US Film Industry,4.00,Lecture,12620,0,17,1000-1150,mw,214 MCK,Hanna E,!M
J 415,Media Stud Res Methods,4.00,Lecture,15243,12,20,1200-1350,tr,318 ALL,Soderlund G,!M
J 420,Doc Pre-Production,4.00,Lecture,12621,11,18,1600-1750,mw,211 ALL,Block M,!$M
J 429,Top Studying Games,4.00,Lecture,12622,0,35,0800-0950,tr,141 ALL,Wilson A,!M
J 429,Top TV & Society,4.00,Lecture,12623,2,28,1200-1350,tr,140 ALL,Sen B,!M8
J 430,Top Civil Right & Film,4.00,Lecture,12624,0,28,1400-1550,tr,101 ALL,Miller D,!M
J 430,Top CrossCult Monsters,4.00,Lecture,12625,2,28,1400-1550,mw,125 LLCN,Phillips W,!M
J 431,Top Comprtiv Media Law,4.00,Lecture,15245,22,28,1600-1750,tr,230 LA,Youm K,!M
J 443,Advertising Media Plan,4.00,Lecture,12628,0,30,1600-1750,t,252 STB,Graham E,!M
J 443,Advertising Media Plan,4.00,Lecture,12628,0,30,1600-1750,r,SYNC WEB,N/A,N/A
J 448,Advertising Campaigns,4.00,Lecture,12630,12,30,1000-1150,mw,140 ALL,Anderson S,!M
J 452,Strat Pub Relat Comm,4.00,Lecture,12632,0,16,1200-1350,mw,314 ALL,Peyton L,!M9
J 452,Strat Pub Relat Comm,4.00,Lecture,12633,5,16,1400-1550,mw,314 ALL,Peyton L,!M9
J 453,Strat Planning & Cases,4.00,Lecture,15247,0,25,1200-1350,tr,189 PLC,Mundy D,!M
J 454,Public Relat Campaigns,4.00,Lecture,12636,9,25,1200-1350,tr,248 GER,Schillinger A,!M
J 457,Curiosity for Strateg,4.00,Lecture,12637,0,24,1000-1150,tr,304 ALL,Koranda D,!M
J 458,Writ Design Concepts,4.00,Lecture,12638,1,18,1200-1350,tr,306 ALL,Anderson S,!M
J 458,Writ Design Concepts,4.00,Lecture,12639,0,18,1400-1550,mw,302 ALL,Anderson S,!M
J 458,Writ Design Concepts,4.00,Lecture,12640,1,18,1000-1150,tr,318 ALL,McDonnell T,!M8
J 458,Writ Design Concepts,4.00,Lecture,12641,2,18,1600-1750,tr,303 ALL,Ewald D,!M
J 459,Branding and Content,4.00,Lecture,15248,1,24,1600-1750,tr,201 CHA,McDonnell T,!M9
J 460,Top Advert & Culture,4.00,Lecture,12643,2,70,1000-1150,mw,141 ALL,Elias T,!M
J 460,Top Leadership Tools,4.00,Lecture,12644,1,24,1800-2050,m,140 ALL,Gorham S,!M
J 460,Top Adver Dsgn & Prod,4.00,Lecture,12645,3,30,1800-2050,t,140 ALL,Asbury S,!M
J 460,Top Design Studio,4.00,Lecture,12646,5,18,1600-1750,tr,202 CHA,Asbury S,!M
J 460,Top Client Side Mgmt,4.00,Lecture,12647,1,24,1800-2050,w,245 LIL,Gorham S,!M
J 460,Top Sports Brand Strat,4.00,Lecture,12649,0,30,0900-1150,f,141 ALL,Swangard P,!M
J 460,Top Ideasmithing,4.00,Lecture,12650,0,24,1800-2050,r,140 ALL,Rickert B,!M
J 460,Top Comms Env&Soc Just,4.00,Lecture,12652,13,30,1400-1550,tr,214 FR,Cohen A,!M
J 461,Newspaper Editing,4.00,Lecture,12653,0,18,1200-1350,tr,302 ALL,Kwasnik M,!M
J 462,Reporting II,4.00,Lecture,12654,3,18,0800-0950,mw,302 ALL,Mortensen C,!M9
J 462,Reporting II,4.00,Lecture,12655,0,18,1000-1150,tr,302 ALL,Furman M,!M
J 462,Reporting II,4.00,Lecture,12656,0,18,1400-1550,tr,303 ALL,Furman M,!M
J 462,Reporting II,4.00,Lecture,12657,5,5,1600-1750,tr,306 ALL,Radcliffe D,!M
J 463,Top Investigative Rptg,4.00,Lecture,12658,2,15,1400-1550,tr,130 ALL,Walth B,!M
J 463,Top Local Beat Rptg,4.00,Lecture,12659,11,15,1800-1950,tr,318 ALL,Pietsch C,!M
J 463,Top Social Media Jnlsm,4.00,Lecture,12660,0,15,1200-1350,tr,303 ALL,Radcliffe D,!M
J 463,Top Audio Storytelling,4.00,Lecture,15249,1,16,1000-1150,m,SYNC WEB,DeVigal A,!M9
J 463,Top Audio Storytelling,4.00,Lecture,15249,1,16,1000-1150,w,211 ALL,N/A,N/A
J 466,Top Multimedia Story,4.00,Lecture,12661,6,18,1200-1350,mw,303 ALL,Park S,!M
J 480,Top Crisis Comm,4.00,Lecture,12662,0,30,1000-1150,tr,104 CON,Matthews K,M
J 480,Top Sports PR,4.00,Lecture,12663,1,30,1000-1150,mw,203 CON,Wear H,M
J 483,Journalistic Interview,4.00,Lecture,12664,7,18,1200-1350,tr,314 ALL,Walth B,!M
J 494,Strat Comm Research,4.00,Lecture,12665,0,40,1200-1350,mw,246 GER,Shafer A,!M
JDST 212,Med/Early Mod Judaism >1 >GP >IP,4.00,Lecture,12749,1,40,1200-1350,tr,250 CLS,Goldstein M,N/A
JDST 352,Jewish Lit & Culture >1,4.00,Lecture,12750,8,30,1200-1320,mw,130 GSH,Librett J,N/A
JDST 353,Jewish Image and Media >1 >US,4.00,Lecture,16040,0,11,1200-1320,mw,627 PLC,Hosny Ramadan Mohamed B,N/A
JDST 403,Thesis,1.00-12.00,Lecture,12751,5,5,tba,tba,tba,STAFF,N/A
JDST 405,Reading,1.00-12.00,Lecture,12752,5,5,tba,tba,tba,STAFF,N/A
JPN 101,1st Year Japanese,5.00,Lecture,12754,8,30,0800-0850,mwf,214 FR,Nakadate N,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12755,5,15,0800-0850,tr,206 FR,Jiang M,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12756,3,15,0800-0850,tr,221 FR,Takei C,Aa
JPN 101,1st Year Japanese,5.00,Lecture,12757,4,30,0900-0950,mwf,214 FR,Nakadate N,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12758,2,15,0900-0950,tr,222 LA,Jiang M,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12759,2,15,0900-0950,tr,44 COL,Takei C,Aa
JPN 101,1st Year Japanese,5.00,Lecture,12760,1,30,1000-1050,mwf,214 FR,Nakadate N,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12761,0,15,1000-1050,tr,102 PETR,Strikwerda T,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12762,1,15,1000-1050,tr,125 LLCN,Takei C,Aa
JPN 101,1st Year Japanese,5.00,Lecture,12763,4,30,1100-1150,mwf,214 FR,Ikei R,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12764,2,15,1100-1150,tr,125 LLCN,Jiang M,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12765,2,15,1100-1150,tr,252 STB,Lam S,Aa
JPN 101,1st Year Japanese,5.00,Lecture,12766,4,30,1200-1250,mwf,214 FR,Ikei R,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12767,3,15,1200-1250,tr,104 CON,Strikwerda T,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12768,1,15,1200-1250,tr,301 CON,Lam S,Aa
JPN 101,1st Year Japanese,5.00,Lecture,12769,0,30,1300-1350,mwf,214 FR,Ikei R,AaY
JPN 101,1st Year Japanese,5.00,+ Dis,12770,0,15,1300-1350,tr,104 CON,Strikwerda T,Aa
JPN 101,1st Year Japanese,5.00,+ Dis,12771,0,15,1300-1350,tr,301 CON,Lam S,Aa
JPN 201,2nd Year Japanese >1,5.00,Lecture,12772,8,18,0900-0950,mwf,240 TYKE,Hashimoto R,!AabY
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12773,8,18,0900-0950,tr,473 MCK,Sasakawa H,Aa
JPN 201,2nd Year Japanese >1,5.00,Lecture,12775,7,26,1000-1050,mwf,240 TYKE,Hashimoto R,!AabY
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12776,3,13,1000-1050,tr,123 MCK,Sasakawa H,Aa
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12777,4,13,1000-1050,tr,348 MCK,Fukuda T,Aa
JPN 201,2nd Year Japanese >1,5.00,Lecture,12778,10,26,1100-1150,mwf,240 TYKE,Hashimoto R,!AabY
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12779,2,13,1100-1150,tr,254 STB,Sasakawa H,Aa
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12780,8,13,1100-1150,tr,246 GER,Sameshima T,Aa
JPN 201,2nd Year Japanese >1,5.00,Lecture,12781,1,26,1200-1250,mwf,240 TYKE,Furikado-Koranda Y,!AabY
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12782,1,12,1200-1250,tr,347 MCK,Fukuda T,Aa
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12783,0,14,1200-1250,tr,345 MCK,Sameshima T,Aa
JPN 201,2nd Year Japanese >1,5.00,Lecture,12784,3,26,1300-1350,mwf,240 TYKE,Furikado-Koranda Y,!AabY
JPN 201,2nd Year Japanese >1,5.00,+ Dis,12785,2,13,1300-1350,tr,471 MCK,Fukuda T,Aa
JPN 201,2nd Year Japanese >1,5.00,+ Dis,15513,1,13,1300-1350,tr,345 MCK,Sameshima T,!Aa
JPN 250,Manga Millennium >1 >GP >IC,4.00,Lecture,12786,2,75,1600-1720,mw,229 MCK,Walley T,!U
JPN 250,Manga Millennium >1 >GP >IC,4.00,+ Dis,12787,1,25,1000-1050,f,240B MCK,Chung A,N/A
JPN 250,Manga Millennium >1 >GP >IC,4.00,+ Dis,12788,0,25,1100-1150,f,240B MCK,Chung A,N/A
JPN 250,Manga Millennium >1 >GP >IC,4.00,+ Dis,12789,1,25,1300-1350,f,122 MCK,Chung A,!U
JPN 301,3rd Year Japanese >1,5.00,Lecture,12790,2,24,1100-1150,mwf,222 LA,O'Brien Y,!AabY
JPN 301,3rd Year Japanese >1,5.00,+ Dis,12791,1,12,1100-1150,tr,340 TYKE,Sato H,Aa
JPN 301,3rd Year Japanese >1,5.00,+ Dis,12792,1,12,1100-1150,tr,322 LIB,Lam F,Aa
JPN 301,3rd Year Japanese >1,5.00,Lecture,12793,2,24,1200-1250,mwf,222 LA,O'Brien Y,!AabY
JPN 301,3rd Year Japanese >1,5.00,+ Dis,12794,2,12,1200-1250,tr,184 PLC,Lam F,Aa
JPN 301,3rd Year Japanese >1,5.00,+ Dis,12795,0,12,1200-1250,tr,217 FR,Sato H,Aa
JPN 301,3rd Year Japanese >1,5.00,Lecture,15514,0,12,1000-1050,mwf,222 LA,O'Brien Y,!AabY
JPN 301,3rd Year Japanese >1,5.00,+ Dis,15515,0,12,1000-1050,tr,322 LIB,Lam F,!Aa
JPN 305,Intro Japanese Lit >1 >GP >IC,4.00,Lecture,12796,0,35,1600-1720,tr,202 CAS,Walley T,!
JPN 401,Research,1.00-4.00,Lecture,12797,10,10,tba,tba,tba,STAFF,N/A
JPN 403,Thesis,1.00-6.00,Lecture,12798,10,10,tba,tba,tba,STAFF,HM
JPN 405,Reading,1.00-21.00,Lecture,12799,10,10,tba,tba,tba,STAFF,N/A
JPN 410,Women in Modern Japan,4.00,Lecture,15517,3,20,1200-1320,tr,121 MCK,Freedman A,8
JPN 411,4th Yr Spoken Japanese,4.00,Lecture,12802,6,25,1200-1320,tr,214 FR,Nakadate N,!Aab
JPN 411,4th Yr Spoken Japanese,4.00,Lecture,12802,6,25,1200-1250,f,340 TYKE,N/A,N/A
JPN 414,4th Yr Read/Writ Japan,4.00,Lecture,12803,3,25,1400-1520,tr,151 MCK,Furikado-Koranda Y,!Aab
JPN 414,4th Yr Read/Writ Japan,4.00,Lecture,12803,3,25,1400-1450,f,240 TYKE,N/A,N/A
KRN 101,1st Yr Korean,5.00,Lecture,12818,3,18,1000-1050,mwf,45 COL,Woo S,AY
KRN 101,1st Yr Korean,5.00,+ Dis,15518,3,18,1000-1050,tr,42 LIB,Ko K,!
KRN 101,1st Yr Korean,5.00,Lecture,12820,4,28,1100-1150,mwf,45 COL,Woo S,AY
KRN 101,1st Yr Korean,5.00,+ Dis,12821,2,14,1100-1150,tr,222 LIB,Ko K,A
KRN 101,1st Yr Korean,5.00,+ Dis,12822,2,14,1100-1150,tr,107 PETR,Woo S,A
KRN 101,1st Yr Korean,5.00,Lecture,12823,0,28,1300-1350,mwf,340 TYKE,Woo S,AY
KRN 101,1st Yr Korean,5.00,+ Dis,12824,0,14,1300-1350,tr,222 LIB,Ko K,A
KRN 101,1st Yr Korean,5.00,+ Dis,12825,0,14,1300-1350,tr,107 PETR,Yu Y,A
KRN 151M,Intro to Korean Cinema >1 >GP >IC,4.00,Lecture,12826,0,50,1600-1920,t,125 MCK,Kim D,N/A
KRN 151M,Intro to Korean Cinema >1 >GP >IC,4.00,+ Dis,12827,0,25,1600-1650,r,105 PETR,Cheong S,N/A
KRN 151M,Intro to Korean Cinema >1 >GP >IC,4.00,+ Dis,12828,0,25,1700-1750,r,107 PETR,Cheong S,N/A
KRN 201,2nd Yr Korean >1,5.00,Lecture,12830,2,28,1000-1050,mwf,44 COL,Lee C,!AY
KRN 201,2nd Yr Korean >1,5.00,+ Dis,12831,0,14,1000-1050,tr,107 PETR,Jung Y,A
KRN 201,2nd Yr Korean >1,5.00,+ Dis,12832,2,14,1000-1050,tr,221 FR,Yu Y,A
KRN 201,2nd Yr Korean >1,5.00,Lecture,12833,0,28,1100-1150,mwf,44 COL,Lee C,!AY
KRN 201,2nd Yr Korean >1,5.00,+ Dis,12834,0,14,1100-1150,tr,206 FR,Yu Y,A
KRN 201,2nd Yr Korean >1,5.00,+ Dis,12835,0,14,1100-1150,tr,103 PETR,Jung Y,A
KRN 301,3rd Year Korean >1,5.00,Lecture,12836,9,28,1200-1320,mw,44 COL,Lee C,!A
KRN 301,3rd Year Korean >1,5.00,Lecture,12836,9,28,1200-1250,f,44 COL,N/A,N/A
KRN 399,Sp St Intro to Korea,4.00,Lecture,15519,15,20,1400-1520,tr,193 ESL,Kim J,N/A
KRN 410,Female Figures KRN,4.00,Lecture,15520,10,17,1600-1720,tr,225 FR,Kim J,N/A
LA 260,Understand Landscapes >1,4.00,Lecture,12839,17,250,1600-1750,tr,182 LIL,Shirtcliff B,!U
LA 326,Plants: Fall,4.00,Lecture,12840,0,30,1100-1250,mw,278 LA,Densmore K,N/A
LA 337,Top Dsgn Sustain Wrld,4.00,Lecture,12842,55,142,0900-0950,mw,220 CHA,Mhuireach G,!8U
LA 390,Urban Farm,4.00,Lecture,12843,2,60,1200-1350,tr,221 MCK,Keeler H,$
LA 390,Urban Farm,4.00,Lecture,12844,1,60,1500-1550,tr,211 LIL,Keeler H,$
LA 390,Urban Farm,4.00,Lecture,12844,1,60,1600-1650,tr,220 CHA,N/A,N/A
LA 401,Research,1.00-21.00,Lecture,12845,10,10,tba,tba,tba,STAFF,N/A
LA 401,Res Reading,1.00-21.00,Lecture,12846,10,10,tba,tba,tba,STAFF,N/A
LA 404,Internship,1.00-12.00,Lecture,16279,16,16,tba,tba,tba,STAFF,N/A
LA 405,Sp Pr Global Sustain,4.00,Lecture,16434,8,20,1730-2020,t,231 LA,Ko Y,N/A
LA 405,Special Problems,1.00-12.00,Lecture,12847,8,10,tba,tba,tba,STAFF,N/A
LA 405,Special Problems,1.00-12.00,Lecture,12848,10,10,tba,tba,tba,STAFF,N/A
LA 406,Practicum,1.00-12.00,Lecture,12849,10,10,tba,tba,tba,STAFF,N/A
LA 410,Drawing the Landscape,4.00,Lecture,16580,2,16,1000-1150,mw,231 LA,Chan L,$
LA 413,Analyzing Land Systems,4.00,Lecture,12850,3,41,1000-1150,mw,101 MCK,Mhuireach G,!
LA 439,Landsc Arch Des & Proc,6.00,Lecture,12851,0,16,1300-1650,mwf,310 LA,Honeyman J,!$
LA 441,Princ Applied Ecology,4.00,Lecture,12852,8,36,1400-1650,r,206 LA,Stapleton E,!$
LA 450,Top Adv Landscpe Media,2.00,Lecture,12854,12,30,0900-0950,tr,231 LA,Lopez Buson I,N/A
LA 451,Landscape Media I,2.00,Lecture,12855,12,40,1200-1320,tr,279 LA,Vierck I,N/A
LA 464,LS Mat & Constr I,4.00,Lecture,12857,2,16,0900-1050,mw,278 LA,Duhrkoop-Galas A,N/A
LA 464,LS Mat & Constr I,4.00,Lecture,12857,2,16,0900-1150,f,278 LA,N/A,N/A
LA 474,Hist Landscape Arch I,4.00,Lecture,12859,28,60,1600-1720,tr,229 MCK,Matthews L,$
LA 489,Site Planning & Design,6.00,Lecture,12860,6,16,1300-1650,mwf,308 LA,Borden D,!$
LA 489,Site Planning & Design,6.00,Lecture,12861,5,16,1300-1650,mwf,307 LA,Stapleton E,!$
LA 489,PHANTOM Site Plan Dsgn,6.00,Lecture,12862,0,0,1300-1650,mwf,TBA TBA,tba,!$
LA 494,Land Planning & Design,6.00,Lecture,12863,2,16,1300-1650,mwf,400N LA,Chan L,!$
LAS 401,Research,1.00-4.00,Lecture,12891,15,15,tba,tba,tba,STAFF,N/A
LAS 403,Thesis,1.00-4.00,Lecture,12892,15,15,tba,tba,tba,STAFF,N/A
LAS 405,Reading,1.00-4.00,Lecture,12893,15,15,tba,tba,tba,STAFF,N/A
LAT 101,First-Year Latin,5.00,Lecture,12894,6,25,1300-1350,mtwrf,347 MCK,Calhoon C,9
LAT 301,Top Seneca >1,4.00,Lecture,12895,14,25,1100-1150,mwf,101 ALL,Chamberlain D,9
LAT 405,Reading,1.00-21.00,Lecture,12896,5,5,tba,tba,tba,STAFF,N/A
LAT 411,Top Ovid's Heroides,4.00,Lecture,12897,2,7,1400-1520,tr,358 SC,Bowditch P,N/A
LAW 101,Intro to American Law,4.00,Lecture,12900,1,120,1200-1350,tr,175 KNI,Cadaret D,N/A
LAW 102,Intro to Criminal Law >2,4.00,Lecture,12901,0,50,1400-1550,tr,166 LA,Sati J,8
LAW 204,Immigration/Citizenshp >2 >IP >US,4.00,Lecture,12907,6,50,1400-1550,mw,241 KNI,McKinley M,9
LAW 410,Death Penalty,4.00,Lecture,12908,0,40,1000-1150,mw,241 KNI,Rocklin R,N/A
LIB 405,Read GIS Geologic Data,3.00,Lecture,12912,1,1,-,N/A,N/A,Walton D,N/A
LING 101,Intro to Language >2,4.00,Lecture,12913,4,120,1400-1520,mw,110 FEN,Gildea S,!8U
LING 101,Intro to Language >2,4.00,+ Dis,12914,1,30,1000-1050,r,252 STB,Mazzuchi E,N/A
LING 101,Intro to Language >2,4.00,+ Dis,12915,2,30,1000-1050,r,253 STB,Clement N,N/A
LING 101,Intro to Language >2,4.00,+ Dis,12916,1,30,1200-1250,r,154 STB,Mazzuchi E,!U
LING 101,Intro to Language >2,4.00,+ Dis,15605,0,30,0900-0950,r,253 STB,Clement N,!U
LING 144,Lrn How to Learn Lang >2,4.00,Lecture,12918,21,113,1000-1120,tr,220 HED,Yerian K,!9U
LING 144,Lrn How to Learn Lang >2,4.00,+ Dis,12919,0,25,1000-1050,f,106 FR,Halima B,!U
LING 144,Lrn How to Learn Lang >2,4.00,+ Dis,12920,0,31,1000-1050,f,199 ESL,Teubner-Keller C,N/A
LING 144,Lrn How to Learn Lang >2,4.00,+ Dis,12921,4,25,1200-1250,f,101 MCK,Halima B,N/A
LING 144,Lrn How to Learn Lang >2,4.00,+ Dis,12922,17,32,1200-1250,f,191 ANS,Teubner-Keller C,N/A
LING 150,Structur English Words >1,4.00,Lecture,12924,2,60,1200-1250,mwf,166 LA,Jones W,s9
LING 150,Structur English Words >1,4.00,Lecture,15606,1,60,0900-0950,mwf,105 ESL,Guan X,9
LING 201,Language & Power in US >2 >IP >US,4.00,Lecture,12925,10,128,1400-1520,tr,221 ALL,Weissler R,N/A
LING 201,Language & Power in US >2 >IP >US,4.00,+ Dis,12926,0,32,1300-1350,f,248 GER,Staggs C,N/A
LING 201,Language & Power in US >2 >IP >US,4.00,+ Dis,12928,1,32,1400-1450,f,303 GER,Staggs C,!U
LING 201,Language & Power in US >2 >IP >US,4.00,+ Dis,12929,9,32,1400-1450,f,246 GER,Morales Curiel S,N/A
LING 201,Language & Power in US >2 >IP >US,4.00,+ Dis,15607,0,32,1200-1250,f,248 GER,Morales Curiel S,!U
LING 301,Intro Linguistic Analy >2,4.00,Lecture,12930,1,50,1400-1520,mw,240C MCK,Taylor-Adams A,G
LING 301,Intro Linguistic Analy >2,4.00,+ Dis,12931,0,25,1300-1350,r,253 STB,Diantoro C,N/A
LING 301,Intro Linguistic Analy >2,4.00,+ Dis,12932,1,25,1400-1450,r,253 STB,Diantoro C,N/A
LING 311,Phonetics & Phonology,4.00,Lecture,15608,9,48,1000-1120,mw,145 STB,Gildea S,!8
LING 311,Phonetics & Phonology,4.00,+ Dis,16647,3,24,1100-1150,f,199 ESL,SanGregory E,!
LING 311,Phonetics & Phonology,4.00,+ Dis,16648,6,24,1000-1050,f,189 PLC,SanGregory E,!
LING 401,Research,1.00-21.00,Lecture,12936,15,15,tba,tba,tba,STAFF,N/A
LING 403,Thesis,1.00-12.00,Lecture,12937,9,10,tba,tba,tba,STAFF,N/A
